Type,Trans Date,Post Date,Description,Amount,Category,Memo,,,,,,,,,
5/5/2019,5/7/2019,CAFELATARTINE,Food & Drink,Sale,-41.9,y,,,,,,,,,
5/5/2019,5/7/2019,ABM ONSITE JEFFERSON ST G,Travel,Sale,-2.5,y,,,,,,,,,
5/5/2019,5/7/2019,CENTURY THEATRES 485,Entertainment,Sale,-27,y,,,,,,,,,
5/4/2019,5/5/2019,IMRAN TAXI SERVICE,Travel,Sale,-52.1,y,,,,,,,,,
5/3/2019,5/5/2019,CIBO MARKET,Food & Drink,Sale,-11.84,y,,,,,,,,,
5/2/2019,5/5/2019,DELTA HOTEL RESTAURANT,Travel,Sale,-48.48,y,,,,,,,,,
5/3/2019,5/5/2019,UberBV,Travel,Sale,-43.88,y,,,,,,,,,
5/3/2019,5/5/2019,DELTA HOTELS BY MARRIO,Travel,Sale,-815.91,y,,,,,,,,,
5/3/2019,5/5/2019,UberBV,Travel,Sale,-12.65,y,,,,,,,,,
5/3/2019,5/3/2019,UberBV,Travel,Sale,-11.57,y,,,,,,,,,
5/2/2019,5/3/2019,UNITED      0162451203193,Travel,Sale,-730.61,y,belize,,,,,,,,
5/1/2019,5/3/2019,DELTA HOTEL RESTAURANT,Travel,Sale,-58.07,y,,,,,,,,,
5/2/2019,5/3/2019,UberBV,Travel,Sale,-11.39,y,,,,,,,,,
5/2/2019,5/2/2019,UberBV,Travel,Sale,-11.67,y,,,,,,,,,
5/1/2019,5/2/2019,UberBV,Travel,Sale,-11.22,y,,,,,,,,,
4/30/2019,5/2/2019,DELTA HOTEL RESTAURANT,Travel,Sale,-48.59,y,,,,,,,,,
4/29/2019,5/1/2019,DELTA HOTEL RESTAURANT,Travel,Sale,-50.51,y,,,,,,,,,
5/1/2019,5/1/2019,UberBV,Travel,Sale,-12.62,y,,,,,,,,,
4/30/2019,5/1/2019,UberBV,Travel,Sale,-11.41,y,,,,,,,,,
4/29/2019,4/30/2019,KLEIN'S DELI - E,Food & Drink,Sale,-24.96,y,,,,,,,,,
4/28/2019,4/30/2019,A4U TAXI,Travel,Sale,-64.04,y,,,,,,,,,
4/28/2019,4/30/2019,DELTA HOTEL RESTAURANT,Travel,Sale,-45.48,y,,,,,,,,,
4/30/2019,4/30/2019,UberBV,Travel,Sale,-11.46,y,,,,,,,,,
4/29/2019,4/30/2019,UberBV,Travel,Sale,-11.87,y,,,,,,,,,
4/29/2019,4/29/2019,Payment Thank You - Web,,Payment,2500,y,,,,,,,,,
4/28/2019,4/29/2019,IMRAN TAXI SERVICE,Travel,Sale,-52.05,y,,,,,,,,,
4/27/2019,4/29/2019,WESTIN PRINCE TORONTO,Travel,Sale,-1068.73,y,,,,,,,,,
4/27/2019,4/28/2019,IMRAN TAXI SERVICE,Travel,Sale,-51.1,y,,,,,,,,,
4/26/2019,4/28/2019,UberBV,Travel,Sale,-14.82,y,,,,,,,,,
4/25/2019,4/28/2019,WESTIN PRINCE SEASON AT,Food & Drink,Sale,-90.83,y,,,,,,,,,
4/26/2019,4/28/2019,UberBV,Travel,Sale,-44,y,,,,,,,,,
4/25/2019,4/26/2019,UberBV,Travel,Sale,-15,y,,,,,,,,,
4/26/2019,4/26/2019,UberBV,Travel,Sale,-13.71,y,,,,,,,,,
4/25/2019,4/25/2019,HOGTOWN SMOKE ON COLBORNE,Food & Drink,Sale,-59.39,y,,,,,,,,,
4/24/2019,4/25/2019,UberBV,Travel,Sale,-14.77,y,,,,,,,,,
4/25/2019,4/25/2019,UberBV,Travel,Sale,-19.49,y,,,,,,,,,
4/23/2019,4/25/2019,WESTIN PRINCE TORONT-KAT,Food & Drink,Sale,-117.21,y,,,,,,,,,
4/24/2019,4/24/2019,UberBV,Travel,Sale,-15.22,y,,,,,,,,,
4/23/2019,4/24/2019,UberBV,Travel,Sale,-14.74,y,,,,,,,,,
4/22/2019,4/23/2019,GILANEH RESTAURANT,Food & Drink,Sale,-46.52,y,,,,,,,,,
4/22/2019,4/23/2019,UberBV,Travel,Sale,-17.43,y,,,,,,,,,
4/21/2019,4/23/2019,UNITED      0162449505722,Travel,Sale,-11.2,y,,,,,,,,,
4/21/2019,4/23/2019,UNITED      0162925146660,Travel,Sale,-75,y,,,,,,,,,
4/21/2019,4/23/2019,UNITED      0162925146659,Travel,Sale,-69,y,,,,,,,,,
4/21/2019,4/23/2019,WESTIN PRINCE SEASON AT,Food & Drink,Sale,-57,y,,,,,,,,,
4/21/2019,4/23/2019,UNITED      0162925146658,Travel,Sale,-69,y,,,,,,,,,
4/21/2019,4/23/2019,UNITED      0162449505725,Travel,Sale,-11.2,y,,,,,,,,,
4/22/2019,4/23/2019,SAN FRANCISCO GIANTS CLU,Food & Drink,Sale,-22.69,y,,,,,,,,,
4/23/2019,4/23/2019,UberBV,Travel,Sale,-14.07,y,,,,,,,,,
4/21/2019,4/23/2019,UNITED      0162449505724,Travel,Sale,-11.2,y,,,,,,,,,
4/22/2019,4/23/2019,KLEIN'S DELI - F,Food & Drink,Sale,-14.04,y,,,,,,,,,
4/21/2019,4/23/2019,UNITED      0162449505723,Travel,Sale,-11.2,y,,,,,,,,,
4/21/2019,4/22/2019,IMRAN TAXI SERVICE,Travel,Sale,-50.85,y,,,,,,,,,
4/21/2019,4/22/2019,AEROPORTTAXI  LIMOUSIN,Travel,Sale,-45.61,y,,,,,,,,,
4/21/2019,4/21/2019,Payment Thank You - Web,,Payment,2000,y,,,,,,,,,
4/20/2019,4/21/2019,GOLDEN GATE TOLL INVOI,Travel,Sale,-8,y,,,,,,,,,
,,,,,,,,,,,,,,,
4/13/2019,4/15/2019,APPLE FRITTER,Food & Drink,Sale,-27.96,y,,,,,,,,,
4/12/2019,4/15/2019,CHIBOG,Food & Drink,Sale,-95.8,y,,,,,,,,,
4/14/2019,4/15/2019,CHEVRON 0095690,Gas,Sale,-45.09,,,,,,,,,,
4/10/2019,4/10/2019,PURCHASE INTEREST CHARGE,,Fee,-109.92,y,,,,,,,,,
4/6/2019,4/7/2019,UBER   *,Travel,Sale,-20.72,y,,,,,,,,,
4/5/2019,4/7/2019,SAFEWAY #3116,Groceries,Sale,-31.56,y,,,,,,,,,
4/2/2019,4/4/2019,UNITED      0162923524549,Travel,Sale,-200,y,,,,,,,,,
4/4/2019,4/4/2019,UBER   EATS,Travel,Sale,-57.96,y,,,,,,,,,
4/4/2019,4/4/2019,UBER   EATS,Travel,Sale,-6,y,,,,,,,,,
4/1/2019,4/3/2019,UNITED      0161504780647,Travel,Sale,-200,y,,,,,,,,,
3/31/2019,4/1/2019,Payment Thank You - Web,,Payment,3500,y,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,y,200 united for 4/2,,,,,,,,
,,,,,,y,"200 united , confirned for 4/1",,,,,,,,
3/29/2019,3/31/2019,SAFEWAY #639,Groceries,Sale,-220.09,y,,,,,,,,,
3/29/2019,3/31/2019,TASA MENG CORPORATION,Shopping,Sale,-86.53,y,,,,,,,,,
3/29/2019,3/31/2019,SQ *VINA TAXI SERVICE,Travel,Sale,-42.15,y,,,,,,,,,
3/28/2019,3/29/2019,YAKIMIX SM MOA,Food & Drink,Sale,-32.49,y,,,,,,,,,
3/24/2019,3/26/2019,ROBINSONS DS MALOLOS,Shopping,Sale,-89.59,y,,,,,,,,,
3/19/2019,3/20/2019,CLEARME.COM *855-2532763,Bills & Utilities,Sale,-179,y,,,,,,,,,
3/17/2019,3/19/2019,SAN FRANCISCO AP CART,Home,Sale,-6,y,,,,,,,,,
3/17/2019,3/19/2019,24TH AND MISSION TACO HOU,Food & Drink,Sale,-31,y,,,,,,,,,
3/18/2019,3/19/2019,SHEN HENG CHANG 00248,Shopping,Sale,-236.6,y,,,,,,,,,
3/16/2019,3/17/2019,PATRICIA KERRIGAN,Health & Wellness,Sale,-55,y,,,,,,,,,
3/16/2019,3/17/2019,CVS/PHARMACY #09977,Health & Wellness,Sale,-21.24,y,,,,,,,,,
3/16/2019,3/17/2019,CVS/PHARMACY #09811,Health & Wellness,Sale,-30,y,,,,,,,,,
3/11/2019,3/13/2019,STATE OF CALIF DMV INT SC,Bills & Utilities,Sale,-289,y,,,,,,,,,
3/12/2019,3/12/2019,Payment Thank You - Web,,Payment,3000,y,,,,,,,,,
3/10/2019,3/12/2019,UNITED      0162442616495,Travel,Sale,-204,y,"additional for the new ticket now 660.60, but originally 456.60",,,,,,,,
3/10/2019,3/12/2019,UNITED      0161503758938,Travel,Sale,-200,y,change fee for coned ,,,,UNITED      0162439442839,Travel,Sale,-456.6," this is for coned, but I changed the dates as carsten did the week"
,,,,,,,,,,,,,,,
3/10/2019,3/10/2019,PURCHASE INTEREST CHARGE,,Fee,-72.24,y,,,,,,,,,
3/9/2019,3/10/2019,FAIRFIELD INN &amp; SUITES,Travel,Sale,-2125.94,y,,,,,,,,,
3/9/2019,3/10/2019,C1 FOOD HALL - EMV,Food & Drink,Sale,-12.77,y,,,,,,,,,
3/7/2019,3/10/2019,GRACEFULLY,Groceries,Sale,-15.51,y,,,,,,,,,
3/9/2019,3/10/2019,UBER   *,Travel,Sale,-85.64,y,,,,,,,,,
3/7/2019,3/10/2019,INTI NYC,Food & Drink,Sale,-65.53,y,,,,,,,,,
,,,,,,,,,,,,,,,
3/6/2019,3/8/2019,LA MODE CLEANERS,Personal,Sale,-31,y,,,,,,,,,
3/6/2019,3/8/2019,Han Sushi,Food & Drink,Sale,-72.97,y,,,,,,,,,
3/6/2019,3/8/2019,GRACEFULLY,Groceries,Sale,-15.11,y,,,,,,,,,
3/5/2019,3/7/2019,GRACEFULLY,Groceries,Sale,-35.11,y,,,,,,,,,
3/5/2019,3/7/2019,GRACEFULLY,Groceries,Sale,-16.05,y,,,,,,,,,
3/4/2019,3/6/2019,GRACEFULLY,Groceries,Sale,-41.68,y,,,,,,,,,
3/4/2019,3/6/2019,CAFE LUXEMBOURG,Food & Drink,Sale,-76.42,y,,,,,,,,,
3/4/2019,3/5/2019,UBER   *,Travel,Sale,-35.45,y,,,,,,,,,
3/3/2019,3/5/2019,Han Sushi,Food & Drink,Sale,-88.12,y,,,,,,,,,
3/2/2019,3/4/2019,INTI NYC,Food & Drink,Sale,-72.06,y,,,,,,,,,
3/1/2019,3/4/2019,GRACEFULLY,Groceries,Sale,-59.15,y,,,,,,,,,
3/1/2019,3/4/2019,GRACEFULLY,Groceries,Sale,-12.52,y,,,,,,,,,
3/1/2019,3/4/2019,LA MODE CLEANERS,Personal,Sale,-38,y,,,,,,,,,
3/2/2019,3/4/2019,REEBOK STORE 670,Shopping,Sale,-60,y,,,,,,,,,
3/4/2019,3/4/2019,UBER   *,Travel,Sale,-41.52,y,,,,,,,,,
3/2/2019,3/4/2019,ESRT OBSERVATORY TRS,Entertainment,Sale,-65,y,,,,,,,,,
3/3/2019,3/4/2019,UBER   EATS,Travel,Sale,-51.9,y,,,,,,,,,
3/2/2019,3/4/2019,OMG,Shopping,Sale,-119.91,y,,,,,,,,,
3/2/2019,3/3/2019,CVS/PHARMACY #10612,Health & Wellness,Sale,-13.81,y,,,,,,,,,
3/2/2019,3/3/2019,L OCCITANE 324,Shopping,Sale,-132.83,y,,,,,,,,,
2/28/2019,3/3/2019,GRACEFULLY,Groceries,Sale,-54.3,y,,,,,,,,,
2/28/2019,3/3/2019,GRACEFULLY,Groceries,Sale,-14.57,y,,,,,,,,,
3/2/2019,3/3/2019,COZY SOUP AND BURGER,Food & Drink,Sale,-27.2,y,,,,,,,,,
3/3/2019,3/3/2019,UBER   *,Travel,Sale,-27.97,y,,,,,,,,,
2/27/2019,3/1/2019,GRACEFULLY,Groceries,Sale,-47.51,y,,,,,,,,,
2/27/2019,3/1/2019,GRACEFULLY,Groceries,Sale,-12.52,y,,,,,,,,,
2/26/2019,2/28/2019,GRACEFULLY,Groceries,Sale,-33.74,y,,,,,,,,,
2/26/2019,2/28/2019,GRACEFULLY,Groceries,Sale,-44.33,y,,,,,,,,,
2/25/2019,2/27/2019,GRACEFULLY,Groceries,Sale,-15.65,y,,,,,,,,,
2/25/2019,2/27/2019,UNITED      0162440402432,Travel,Sale,-916.03,y,this is for ottawa. New tix is 572.1* + 343.85 refund,,,,,,,,
2/25/2019,2/27/2019,GRACEFULLY,Groceries,Sale,-32.05,y,,,,,,,,,
2/24/2019,2/26/2019,SEE'S CANDY #62,Shopping,Sale,-29,y,,,,,,,,,
2/25/2019,2/26/2019,UBER   *,Travel,Sale,-26.87,y,,,,,,,,,
2/25/2019,2/26/2019,KLEIN'S DELI - F,Food & Drink,Sale,-21.63,y,,,,,,,,,
2/25/2019,2/25/2019,Payment Thank You - Web,,Payment,3500,y,,,,,,,,,
2/25/2019,2/25/2019,TECK PAY,Travel,Sale,-99.8,y,,,,,,,,,
2/23/2019,2/24/2019,PATRICIA KERRIGAN,Health & Wellness,Sale,-55,y,,,,,,,,,
2/23/2019,2/24/2019,CVS/PHARMACY #09977,Health & Wellness,Sale,-10,y,,,,,,,,,
2/23/2019,2/24/2019,FLYWHEEL,Travel,Sale,-49.7,y,,,,,,,,,
2/22/2019,2/24/2019,UberBV,Travel,Sale,-31.19,y,,,,,,,,,
2/22/2019,2/24/2019,UberBV,Travel,Sale,-14.52,y,,,,,,,,,
2/22/2019,2/24/2019,RESIDENCE INN OTTAWA AIRP,Travel,Sale,-576.41,y,,,,,,,,,
2/23/2019,2/24/2019,SMART AND FINAL 453,Groceries,Sale,-259.43,,,,,,,,,,
2/22/2019,2/24/2019,OTTAWA TRANSBORDER DUTY,Shopping,Sale,-45.7,y,,,,,,,,,
2/22/2019,2/22/2019,UberBV,Travel,Sale,-13.71,y,,,,,,,,,
2/21/2019,2/22/2019,UberBV,Travel,Sale,-21.25,y,,,,,,,,,
2/21/2019,2/21/2019,UberBV,Travel,Sale,-13.45,y,,,,,,,,,
2/20/2019,2/21/2019,UberBV,Travel,Sale,-18.19,y,,,,,,,,,
2/19/2019,2/21/2019,UNITED      0162439442839,Travel,Sale,-456.6,y," this is for coned, but I changed the dates as carsten did the week",,,,,,,,
2/19/2019,2/20/2019,UberBV,Travel,Sale,-13.6,y,,,,,,,,,
2/19/2019,2/20/2019,UberBV,Travel,Sale,-13.02,y,,,,,,,,,
2/19/2019,2/20/2019,KLEIN'S DELI - F,Food & Drink,Sale,-13.04,y,,,,,,,,,
2/19/2019,2/19/2019,Payment Thank You - Web,,Payment,3500,,,,,,,,,,
2/18/2019,2/19/2019,TST* NEW ENGLAND LOBSTER,Food & Drink,Sale,-92.07,y,,,,,,,,,
2/18/2019,2/19/2019,SQ *AIRPORT CAB,Travel,Sale,-58.4,y,,,,,,,,,
2/16/2019,2/18/2019,STARBUCKS STORE 09551,Food & Drink,Sale,-11.2,y,,,,,,,,,
2/16/2019,2/17/2019,C3 - SAISON,Food & Drink,Sale,-29.91,,,,,,,,,,
2/16/2019,2/17/2019,FAIRFIELD INN &amp; SUITES,Travel,Sale,-1045.68,y,,,,,,,,,
2/14/2019,2/17/2019,GREEK KITCHEN INC,Food & Drink,Sale,-47.75,y,,,,,,,,,
2/15/2019,2/17/2019,SQ *MEZHER ALBOHASSAN,Professional Services,Sale,-51,y,,,,,,,,,
2/14/2019,2/17/2019,GRACEFULLY,Groceries,Sale,-50.94,y,,,,,,,,,
2/15/2019,2/17/2019,UBER   *TRIP,Travel,Sale,-85.08,y,,,,,,,,,
2/13/2019,2/15/2019,GRACEFULLY,Groceries,Sale,-43.59,y,,,,,,,,,
2/13/2019,2/15/2019,GRACEFULLY,Groceries,Sale,-14.51,y,,,,,,,,,
2/12/2019,2/14/2019,GRACEFULLY,Groceries,Sale,-36.03,y,,,,,,,,,
2/12/2019,2/14/2019,GRACEFULLY,Groceries,Sale,-14.51,y,,,,,,,,,
2/11/2019,2/13/2019,GREEK KITCHEN INC,Food & Drink,Sale,-47.2,y,,,,,,,,,
2/11/2019,2/13/2019,GRACEFULLY,Groceries,Sale,-14.52,y,,,,,,,,,
2/11/2019,2/12/2019,KLEIN'S DELI - F,Food & Drink,Sale,-13.04,y,,,,,,,,,
2/10/2019,2/12/2019,SFOUNION STREET GASTRO,Food & Drink,Sale,-26.99,y,,,,,,,,,
2/10/2019,2/11/2019,SQ *AIRPORT CAB,Travel,Sale,-58.05,y,,,,,,,,,
2/10/2019,2/11/2019,SQ *UNITED TAXI SERVICE,Entertainment,Sale,-148.57,y,,,,,,,,,
2/10/2019,2/10/2019,PURCHASE INTEREST CHARGE,,Fee,-41.82,,,,,,,,,,
2/7/2019,2/10/2019,GRACEFULLY,Groceries,Sale,-35.57,y,,,,,,,,,
2/8/2019,2/10/2019,UBER   *TRIP,Travel,Sale,-82.42,y,,,,,,,,,
2/8/2019,2/10/2019,CREATIVE      04340014,Travel,Sale,-50.8,y,,,,,,,,,
2/7/2019,2/10/2019,GRACEFULLY,Groceries,Sale,-13.98,y,,,,,,,,,
2/9/2019,2/10/2019,C1 - DAILY,Food & Drink,Sale,-25.54,,,,,,,,,,
2/8/2019,2/10/2019,STARBUCKS TC83 EWR,Food & Drink,Sale,-23.46,y,,,,,,,,,
2/9/2019,2/10/2019,FAIRFIELD INN &amp; SUITES,Travel,Sale,-980.25,y,,,,,,,,,
2/6/2019,2/8/2019,OLYMPIC FLAME DINER,Food & Drink,Sale,-34.25,y,,,,,,,,,
2/6/2019,2/8/2019,GRACEFULLY,Groceries,Sale,-14.52,y,,,,,,,,,
2/5/2019,2/7/2019,GREEK KITCHEN INC,Food & Drink,Sale,-43.95,y,,,,,,,,,
2/5/2019,2/7/2019,GRACEFULLY,Groceries,Sale,-15.51,y,,,,,,,,,
2/4/2019,2/6/2019,GRACEFULLY,Groceries,Sale,-12.89,y,,,,,,,,,
2/5/2019,2/6/2019,UNITED      0162437131192,Travel,Sale,-749.6,y,,,,,,,,,
2/4/2019,2/6/2019,GREEK KITCHEN INC,Food & Drink,Sale,-42.85,y,,,,,,,,,
2/3/2019,2/5/2019,TAXI-NEWARK.COM 2,Travel,Sale,-101.5,y,,,,,,,,,
2/4/2019,2/5/2019,KLEIN'S DELI - F,Food & Drink,Sale,-16.92,y,,,,,,,,,
2/3/2019,2/4/2019,IMRAN TAXI SERVICE,Travel,Sale,-51.7,y,,,,,,,,,
2/2/2019,2/4/2019,TIMBERLAND #263,Shopping,Sale,-356.96,,,,,,,,,,
2/2/2019,2/3/2019,Payment Thank You - Web,,Payment,3000,,,,,,,,,,
2/1/2019,2/3/2019,THE GROVE-CHICAGO,Food & Drink,Sale,-22.69,y,,,,,,,,,
2/1/2019,2/3/2019,SQ *YELLOW CAB CO.,Travel,Sale,-49.1,y,,,,,,,,,
2/2/2019,2/3/2019,RESIDENCE INN SCHAUMBU,Travel,Sale,-730.25,y,,,,,,,,,
1/31/2019,2/3/2019,AJ GALLAGHER C60077930,Food & Drink,Sale,-16.21,y,,,,,,,,,
2/1/2019,2/3/2019,UBER   *,Travel,Sale,-31.46,y,,,,,,,,,
2/1/2019,2/1/2019,ANNUAL MEMBERSHIP FEE,,Fee,-450,,,,,,,,,,
2/1/2019,2/1/2019,UBER   *,Travel,Sale,-7.38,y,,,,,,,,,
1/31/2019,2/1/2019,DOORDASH*MOGA SUSHI,Food & Drink,Sale,-65.07,y,,,,,,,,,
1/30/2019,1/31/2019,ALL WAYS CATERING,Food & Drink,Sale,-12.77,y,,,,,,,,,
1/30/2019,1/31/2019,UBER   *TRIP,Travel,Sale,-7.52,y,,,,,,,,,
1/30/2019,1/31/2019,DOORDASH*ASIAN TOKYO,Food & Drink,Sale,-53.77,y,,,,,,,,,
1/28/2019,1/30/2019,UNITED      0162435973781,Travel,Sale,-795.56,y,,,,,,,,,
1/30/2019,1/30/2019,UBER   *TRIP,Travel,Sale,-7.35,y,,,,,,,,,
1/29/2019,1/30/2019,DOORDASH*ASIAN TOKYO,Food & Drink,Sale,-48.89,y,,,,,,,,,
1/29/2019,1/30/2019,KLEIN'S DELI - F,Food & Drink,Sale,-13.04,y,,,,,,,,,
1/28/2019,1/30/2019,CHI TAXI 1119,Travel,Sale,-76.7,y,,,,,,,,,
1/29/2019,1/30/2019,UBER   *TRIP,Travel,Sale,-8.49,y,,,,,,,,,
1/28/2019,1/29/2019,IMRAN TAXI SERVICE,Travel,Sale,-48.65,y,,,,,,,,,
1/27/2019,1/27/2019,Payment Thank You - Web,,Payment,2500,,,,,,,,,,
1/26/2019,1/27/2019,UBER   *TRIP,Travel,Return,12.99,y,,,,,,,,,
1/25/2019,1/27/2019,COUNTRY CAT AT PDX,Food & Drink,Sale,-19.25,y,,,,,,,,,
1/26/2019,1/27/2019,UBER   *TRIP,Travel,Sale,-12.99,y,,,,,,,,,
1/25/2019,1/27/2019,IMRAN TAXI SERVICE,Travel,Sale,-49.85,y,,,,,,,,,
1/25/2019,1/27/2019,UBER   *TRIP,Travel,Sale,-28.99,y,,,,,,,,,
1/26/2019,1/27/2019,PATRICIA KERRIGAN,Health & Wellness,Sale,-55,y,,,,,,,,,
1/25/2019,1/27/2019,HILTON HOTELS PORTLAND,Travel,Sale,-951.25,y,,,,,,,,,
1/23/2019,1/24/2019,UNITED      0162435125456,Travel,Sale,-123,y,,,,,,,,,
1/23/2019,1/24/2019,UNITED      0162435124470,Travel,Sale,-699.6,y,,,,,,,,,
1/20/2019,1/22/2019,LUC LAC VIET KITCHEN,Food & Drink,Sale,-13,y,,,,,,,,,
1/20/2019,1/21/2019,SQ *GOTHAM ENTERPRISES SF,Food & Drink,Sale,-3.32,,,,,,,,,,
1/21/2019,1/21/2019,IMRAN TAXI SERVICE,Travel,Sale,-50.4,y,,,,,,,,,
1/17/2019,1/20/2019,UNITED      0162434242929,Travel,Sale,-579.6,y,,,,,,,,,
1/17/2019,1/20/2019,GOLDEN GATE TOLL INVOI,Travel,Sale,-8,y,,,,,,,,,
1/17/2019,1/18/2019,CITY CITATIONS &amp; PERMITS,Bills & Utilities,Sale,-85,y,,,,,,,,,
1/14/2019,1/16/2019,UNITED      0162433791028,Travel,Sale,-418.6,y,,,,,,,,,
,,,,,,,,,,,,,,,
Sale,1/12/2019,1/13/2019,IMRAN TAXI SERVICE,-51.85,y,,,,,,,,,,
Sale,1/12/2019,1/13/2019,MAGNOLIA HOTEL HOUSTON,-944.26,y,,,,,,,,,,
Sale,1/12/2019,1/13/2019,RENTAL CAR TOLLS,-30,,,,,,,,,,,
Sale,1/11/2019,1/13/2019,UBER   *TRIP,-27.45,y,,,,,,,,,,
Sale,1/11/2019,1/13/2019,EATS MESQUITE II,-7.08,y,,,,,,,,,,
Sale,1/11/2019,1/13/2019,TST* CAFE EXPRESS - DOWNT,-6.4,y,,,,,,,,,,
Sale,1/10/2019,1/13/2019,MAGNOLIA HOUSTON CLUB,-52.47,y,,,,,,,,,,
Sale,1/10/2019,1/11/2019,MAYURI INDIAN RESTAURANT,-28.11,y,,,,,,,,,,
Sale,1/10/2019,1/11/2019,NESTLE TOLL HOUSE CAFE BY,-2.99,y,,,,,,,,,,
Sale,1/10/2019,1/11/2019,MAYURI INDIAN RESTAURANT,-11.36,y,,,,,,,,,,
Sale,1/10/2019,1/11/2019,TST* CAFE EXPRESS - DOWNT,-6.4,y,,,,,,,,,,
Fee,1/10/2019,1/10/2019,PURCHASE INTEREST CHARGE,-41.51,y,,,,,,,,,,
Sale,1/9/2019,1/10/2019,TST* CAFE EXPRESS - DOWNT,-6.4,y,,,,,,,,,,
Sale,1/9/2019,1/10/2019,TST* CAFE EXPRESS - DOWNT,-15.83,y,,,,,,,,,,
Sale,1/9/2019,1/10/2019,XOCHI,-65.21,y,,,,,,,,,,
Sale,1/9/2019,1/10/2019,MAGNOLIA HOUSTON CLUB,-52.47,y,,,,,,,,,,
Sale,1/8/2019,1/9/2019,TST* CAFE EXPRESS - DOWNT,-15.83,y,,,,,,,,,,
Sale,1/8/2019,1/9/2019,TST* CAFE EXPRESS - DOWNT,-7.4,y,,,,,,,,,,
Sale,1/7/2019,1/9/2019,MAGNOLIA HOUSTON CLUB,-52.38,y,,,,,,,,,,
Sale,1/7/2019,1/8/2019,TST* CAFE EXPRESS - DOWNT,-15.83,y,,,,,,,,,,
Sale,1/7/2019,1/8/2019,UBER   *TRIP,-39.65,y,,,,,,,,,,
Sale,1/7/2019,1/8/2019,KLEIN'S DELI - E,-12.15,y,,,,,,,,,,
Sale,1/7/2019,1/8/2019,SFOUNION STREET GASTRO,-40.81,y,,,,,,,,,,
Sale,1/6/2019,1/8/2019,DOGPATCH BAKEHOUSE &amp; CAFE,-3.33,y,,,,,,,,,,
Sale,1/6/2019,1/7/2019,IMRAN TAXI SERVICE,-48.65,y,,,,,,,,,,
Sale,1/5/2019,1/6/2019,SQ *RESTAURANT BAY WATCH,-92.11,y,,,,,,,,,,
Sale,12/31/2018,1/2/2019,HERTZ RENT-A-CAR,-23.19,y,,,,,,,,,,
Sale,12/31/2018,1/2/2019,SHELL OIL 57444476600,-35.43,y,,,,,,,,,,
Sale,12/31/2018,1/2/2019,SHELL OIL 57443864707,-40,,,,,,,,,,,
Sale,12/31/2018,1/2/2019,STARBUCKS STORE 24310,-19.7,y,,,,,,,,,,
Sale,12/31/2018,1/2/2019,SHELL OIL 12373022008,-31.38,,,,,,,,,,,
Payment,1/1/2019,1/1/2019,Payment Thank You - Web,2500,,,,,,,,,,,
Sale,12/31/2018,1/1/2019,MARRIOTTJW L.A.LIVE FD,-98,y,,,,,,,,,,
Sale,12/30/2018,1/1/2019,BISTRO D'ASIA,-125.65,y,,,,,,,,,,
Sale,12/30/2018,1/1/2019,USS MIDWAY MUSEUM,-90,y,,,,,,,,,,
Sale,12/30/2018,12/31/2018,USS MIDWAY MUSEUM,-77.97,,,,,,,,,,,
Sale,12/30/2018,12/31/2018,ROSCOES HOUSE OF CHICKEN,-64.82,,,,,,,,,,,
Sale,12/30/2018,12/31/2018,SQ *THE BRAZILIAN GUYS,-9.78,,,,,,,,,,,
Sale,12/30/2018,12/31/2018,ACE PARKING 0239,-20,,,,,,,,,,,
Sale,12/29/2018,12/31/2018,MARATHON SPORTS MAPLE,-127.01,,,,,,,,,,,
Sale,12/29/2018,12/31/2018,URBAN OUTFITTERS #1011,-147.35,,,,,,,,,,,
,,,,,,,,,,,,,,,
Sale,12/30/2018,12/31/2018,USS MIDWAY MUSEUM,-77.97,y,,,,,,,,,,
Sale,12/30/2018,12/31/2018,ROSCOES HOUSE OF CHICKEN,-64.82,y,,,,,,,,,,
Sale,12/30/2018,12/31/2018,SQ *THE BRAZILIAN GUYS,-9.78,y,,,,,,,,,,
Sale,12/30/2018,12/31/2018,ACE PARKING 0239,-20,y,,,,,,,,,,
Sale,12/29/2018,12/31/2018,MARATHON SPORTS MAPLE,-127.01,y,,,,,,,,,,
Sale,12/29/2018,12/31/2018,URBAN OUTFITTERS #1011,-147.35,y,,,,,,,,,,
Sale,12/29/2018,12/30/2018,SQ *HERO SHOP INC.,-35.89,y,,,,,,,,,,
Sale,12/29/2018,12/30/2018,NORDSTROM RACK #163,-44.83,y,,,,,,,,,,
Sale,12/29/2018,12/30/2018,ROCKN FISH 2 LLC,-165.56,y,,,,,,,,,,
Sale,12/28/2018,12/30/2018,COALINGA MART,-15.28,y,,,,,,,,,,
Sale,12/28/2018,12/30/2018,DENNY'S INC 1800733669,-47.87,y,,,,,,,,,,
Sale,12/27/2018,12/30/2018,UNITED      0162431289000,-558.4,y,,,,,,,,,,
Sale,12/21/2018,12/24/2018,LAKE CHABOT G.C.,-19,y,,,,,,,,,,
Payment,12/23/2018,12/23/2018,Payment Thank You - Web,3000,,,,,,,,,,,
Sale,12/21/2018,12/23/2018,SAFEWAY #639,-63.49,,,,,,,,,,,
Sale,12/20/2018,12/23/2018,LAKE CHABOT G.C.,-27,y,,,,,,,,,,
